,LocatiePostcode,Soort aanvraagOmschrijvingKadastrale aanduiding,BVnummer,DatumBinnenkomst,Einddatum  ,EindStatus
31,Oranjestraat 32316HS,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouwen werkplaats naar 3 woningen en verbouw bestaande bovenwoningK 00392G0000,163214,18-10-2016,24-01-2017,Verleend
32,Oude Rijn 1022312HJ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureschilderen van kozijnen  ramen deuren en gevelsH 00666G0000,162664,24-08-2016,14-10-2016,Verleend
33,Oude Rijn 1582312HM,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouw winkel naar woningenH 00729G0000,162246,14-07-2016,18-10-2016,Verleend
34,Oude Varkenmarkt 1A2311VN,Aanvraag terrasvergunning of wijziging terrasvergunningterrasvergunning,162126,06-07-2016,18-10-2016,Verleend
35,Oxfordlaan 372314EB,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen van een boom  Oxfordlaan thv hmp 8.0O 03545G0000,162078,01-07-2016,18-10-2016,Verleend
36,Papegaaisbolwerk 202312LW,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureonderhoud en herstel watergasfabriek,163181,13-10-2016,27-01-2017,Verleend
37,Pasteurstraat 2E2316BT,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouwen bovenwoning tot 2 appartementenK 05714A0002,163169,13-10-2016,28-11-2016,Verleend
38,Rapenburg 792311GK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van een vlonder/leuning i.v.m. een tijdelijke parkeerplaatsF 00396G0000,163204,17-10-2016,12-12-2016,Verleend
39,Rijndijk 2642331AM,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduresnoeien boom op voorerfW 02667G0000,162654,23-08-2016,17-10-2016,Verleend
40,Rijnkade 112315LT,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurevervangen dakkapellen achterzijdeK 04166G0000,163184,14-10-2016,28-11-2016,Niet ontvankelijk
41,Rijnsburgerweg 1242333AG,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduregraven proefsleuf tbv archeologie,163194,14-10-2016,18-11-2016,Verleend
42,Ringkade 362315ZC,Onttrekkingwijzigen gebruik naar kamerverhuur,163201,14-10-2016,07-11-2016,Verleend
43,Roomburgerweg 272314XN,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen 2 bomen  Roomburgereiland achter nr.1 thv hmp 9 2 en 9 3T 06181G0000,162079,01-07-2016,13-10-2016,Verleend
44,Scharensliepstraat 112334GJ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen woonwagenP 02881,162683,25-08-2016,17-10-2016,Verleend
45,Stille Mare 72312DH,Stadsschoonaanbrengen reclamefolie op de gevelH 04194A0001,163216,18-10-2016,14-12-2016,Weigering
46,Stoelenmatterstraat 82334GK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverplaatsen duivenverblijfP 02881,162932,21-09-2016,19-10-2016,Verleend
47,Topaaslaan 192332JC,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen bomen MorsparkX 04349,163195,14-10-2016,14-11-2016,Vervallen
48,Van Galenstraat 22315KK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurerealiseren inritK 06038G0000,163193,14-10-2016,08-12-2016,Niet ontvankelijk
49,Verbeekstraat 12332CA,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik kantoren naar appartementenX 03897G0000,163218,18-10-2016,13-04-2017,Verleend
50,Ververstraat 142312LT,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen aanbouw achterzijdeC 01638G0000,163175,13-10-2016,19-01-2017,Verleend
51,Ververstraat 222312LV,Onttrekkingonttrekken t.b.v. kamerverhuurC 01645G0000,162782,05-09-2016,17-10-2016,Verleend
52,Vlietweg 66T2323LE,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen tuinhuis  Wilgenpad 10,163170,13-10-2016,15-02-2017,Verleend
53,Vlietweg 66T2323LE,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen schuur  Wilgenpad 76,163176,13-10-2016,15-02-2017,Verleend
54,Wassenaarseweg 2333AM,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouw Gortergebouw tot appartementenR 01801,163196,14-10-2016,30-03-2017,Vervallen
55,Weegbreetuin 32317NH,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureuitbreiding verdieping 2S 02305G0000,162668,24-08-2016,14-10-2016,Verleend
56,Witte Singel 962311BR,Omgevingsvergunning Omgevingsvergunning Reguliere ProcedureonderhoudswerkzaamhedenM 02232G0000,162672,25-08-2016,18-10-2016,Verleend
0,Aalmarkt 212311EC,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen vaste voet voor parasolsG 01923G0000,163078,06-10-2016,12-01-2017,Weigering
1,Beestenmarkt 92312CC,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen parasols op terrasB 00241G0000,163129,11-10-2016,22-11-2016,Niet ontvankelijk
2,Beestenmarkt 92312CC,Aanvraag ontheffing nadere regels terrassenontheffing nadere regels terrassenB 00241G0000,163155,11-10-2016,27-02-2017,Verleend
3,Boerenpad 12322LA,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen luifel aan tuinhuisje  tuin A11T 06228G0000,163120,11-10-2016,28-11-2016,Verleend
4,Botermarkt 82311EM,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik naar terrasG 00233G0000,163130,11-10-2016,10-01-2017,Verleend
5,Botermarkt 92311EM,Aanvraag ontheffing nadere regels terrassenontheffing nadere regels terrassenG 00232G0000,163160,11-10-2016,20-03-2017,Weigering
6,Breestraat 812311CK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouwen tot 14 appartementen en winkelruimteG 01974G0000,162096,04-07-2016,07-10-2016,Verleend
7,Doezastraat 352311HA,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureaanbrengen twee uitsteekreclames op de gevelE 02063G0000,162800,08-09-2016,22-12-2016,Verleend
8,Garenmarkt 2311PG,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurevoorbereiden aanleg ondergrondse parkeergarageE 01807,163116,10-10-2016,21-11-2016,Verleend
9,Gemeente Leiden ,Aanvraag collectevergunningcollectevergunning t.b.v. ADRA Nederland,163146,11-10-2016,18-10-2016,Verleend
10,Groenesteeg 602312SR,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureopnieuw stucen van de gevelI 03106G0000,162623,19-08-2016,12-10-2016,Verleend
11,Haarlemmerstraat 1032312DM,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik naar terrasH 00488G0000,163132,11-10-2016,21-11-2016,Verleend
12,Haarlemmerstraat 1162312GE,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureaanpassen gevelpui en plaatsen reclameH 03284G0000,162294,19-07-2016,06-10-2016,Verleend
13,Haarlemmerstraat 1392312DN,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen gevelreclameH 03488,163150,12-10-2016,17-11-2016,Niet ontvankelijk
14,Haarlemmerstraat 2072312DR,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen markies met handelsreclameH 01698G0000,163106,05-10-2016,26-01-2017,Weigering
15,Hazezegge 82318ZH,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen erfafscheidingS 04974G0000,163118,11-10-2016,28-11-2016,Verleend
16,Hogewoerd 192311HE,Aanvraag Drank- en Horecavergunning commercieeldrank- en horecavergunning,163122,10-10-2016,01-11-2016,Verleend
17,Hugo de Vriesstraat 182313RJ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen dakkapel voorzijde woningM 05511G0000,163090,07-10-2016,31-10-2016,Verleend
18,Kenauweg 2331BA,Kabels en Leidingen NutsAanleg/uitbreiding elektraleidingen Liander,162986,26-09-2016,12-10-2016,Verleend
19,Kenauweg 142331BB,Aanvraag diverse vergunningverkoop consumenten vuurwerkW 06958G0000,163143,10-10-2016,21-11-2016,Afgehandeld
20,Komkommerhof 12311VC,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen isolatieglas begane grond en 1e etageF 01475G0000,162933,22-09-2016,09-11-2016,Niet ontvankelijk
21,Korevaarstraat 52311JS,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen gevelreclameD 01832A0001,163156,11-10-2016,21-11-2016,Niet ontvankelijk
22,Kruisherenweg ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen 4 bomen  Kruisherenweg - hoek EuropawegV 02008,162620,19-08-2016,12-10-2016,Verleend
23,Lorentzkade 242313GC,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen steigerM 05354G0000,163138,11-10-2016,24-11-2016,Niet ontvankelijk
24,Maredijk 882316VP,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouwen tot appartement/studioL 00882G0000,163144,12-10-2016,22-12-2016,Verleend
25,Middelweg 2292312KJ,Kabels en Leidingen TelecomAanleg telecommunicatiekabels Ziggo B.V.,162824,09-09-2016,06-10-2016,Verleend
26,Nieuwe Marnixstraat 902316ES,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen 2 bomenN 02118G0000,162069,30-06-2016,06-10-2016,Verleend
27,Oude Herengracht 112312LN,Aanvraag diverse vergunningverkoop consumentenvuurwerkC 01754G0000,163142,10-10-2016,21-11-2016,Afgehandeld
28,Oude Singel 56A2312RC,Aanvraag Drank- en Horecaverlof paracommercieeldrank- en horecavergunning  paracommercieelB 03664G0000,163105,10-10-2016,20-03-2019,Verleend
29,Oude Singel 982312RE,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen van twee markiezen aan de voorzijdeB 03488G0000,162614,18-08-2016,16-12-2016,Verleend
30,Oude Vest 812312XT,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik naar terras en plaatsen bouwwerkenH 01199G0000,163128,11-10-2016,10-01-2017,Verleend
31,Polderpad 82322LB,Aanvraag ontheffing nadere regels terrassenontheffing nadere regels terrassen,163158,11-10-2016,17-11-2016,Verleend
32,Rapenburg 702311EZ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen zonnecollectoren op platte dak,162662,23-08-2016,12-10-2016,Verleend
33,Rapenburg 972311GL,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik naar terrasF 02597A0001,163131,11-10-2016,21-11-2016,Afgehandeld
34,Rapenburg 972311GL,Aanvraag ontheffing nadere regels terrassenontheffing nadere regels terrassenF 02597A0001,163153,12-10-2016,17-11-2016,Verleend
35,Rijksweg A4 ,Omgevingsvergunning Omgevingsvergunning Uitgebreide Procedureaanleggen wegverharding i.v.m. verschuiven ritspunt A4T 06929,163141,12-10-2016,08-02-2017,Verleend
36,Schipholweg 552316ZL,Stadsschoonplaatsen reclame aan voorgevel,163111,10-10-2016,28-11-2016,Niet ontvankelijk
37,Schipholweg 732316ZL,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen gevelreclame,163101,07-10-2016,10-01-2017,Weigering
38,Stationsplein 302312AK,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduremaken doorbraak tussen 2 appartementenL 02315A0005,162120,05-07-2016,11-10-2016,Verleend
39,Steenschuur 252311ES,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen zonnecollectoren op platte dak,162663,23-08-2016,12-10-2016,Verleend
40,Stevenshofdreef 1252331CC,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen dakkapel achterzijde woningW 05062G0000,162592,15-08-2016,10-10-2016,Verleend
41,Sumatrastraat 42A2315BH,Onttrekkingwijzigen gebruik tot kamerverhuurN 01565A0002,162563,09-08-2016,11-10-2016,Verleend
42,Sumatrastraat 1952315BD,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduredichtzetten doorgangen en plaatsen gevelkozijnenN 01381G0000,163074,05-10-2016,20-10-2016,Verleend
43,Turfmarkt 52312CD,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik naar terrasH 03710G0000,163135,11-10-2016,29-11-2016,Verleend
44,Turfmarkt 52312CD,Aanvraag ontheffing nadere regels terrassenontheffing nadere regels terrassenH 03710G0000,163157,11-10-2016,07-03-2017,Weigering
45,Vennemeerstraat 12334DE,Kabels en Leidingen Telecomaanleg telecommunicatiekabels LCC Network Services BV i.o.v. Ziggo BV,162849,13-09-2016,06-10-2016,Verleend
46,Vlietweg 66F2323LE,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen schuurtje  Asterpad 9,163124,11-10-2016,15-02-2017,Verleend
47,Vlietweg 66T2323LE,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen schuur  Wilgenpad 67,163125,11-10-2016,15-02-2017,Verleend
48,Wassenaarseweg 232333AM,Kabels en Leidingen TelecomAanleg telecommunicatieleidingen Eurofiber.R 01403G0000,162635,16-08-2016,06-10-2016,Verleend
0,Aloëlaan 532316XR,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduremaken uitbouwL 00358G0000,161679,02-06-2016,04-10-2016,Verleend
1,Amphoraweg 62332EE,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouwen gedeelte bedrijfspand tot bedrijfswoning.R 01430G0000,163042,04-10-2016,17-02-2017,Verleend
2,Arendshorst 12317CP,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouw begane grond naar 6 studio sS 04243A0131,160012,04-01-2016,30-09-2016,Verleend
3,Asserstraat 12313GJ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen van een boom,163025,30-09-2016,02-02-2017,Vervallen
4,Clarensteeg 52312WJ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouwen werkplaats tot woonhuisH 03820G0000,163056,05-10-2016,15-12-2016,Verleend
5,De Laat de Kanterstraat 22313JT,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduremaken van 3 muurdoorbrakenM 06096G0000,162271,15-07-2016,05-10-2016,Verleend
6,Doelensteeg 92311VL,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouw panden tot 3 appartementenF 00651G0000,162281,30-09-2016,25-11-2016,Verleend
7,Doezastraat 10B2311HB,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik en verbouwen tot woningE 00179G0000,163008,29-09-2016,21-11-2016,Vervallen
8,Garenmarkt 2311PG,Kabels en Leidingen Nutsaanleg en rijzen van leidingen,162565,10-08-2016,29-09-2016,Verleend
9,Garenmarkt 2311PG,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurebomen staan in depot... LET OP!!!!! moeten worden aangebracht na realisatie perkeergarage...verplanten 12 bomenE 01807,163063,05-10-2016,23-11-2016,Verleend
10,Gerard Revehof 52321VS,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen dakkapel aan voorzijdeM 08896G0000,163006,29-09-2016,14-11-2016,Verleend
11,Groenoordstraat 262316AX,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduremaken dakopbouw met loggiaK 01660G0000,163017,29-09-2016,12-12-2016,Verleend
12,Hazezegge 82318ZH,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen dakkapel voorgevel dakvlakS 04974G0000,163067,05-10-2016,25-11-2016,Verleend
13,Hoge Rijndijk 1922314AJ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen daklicht op plat dak  vervangen 2 kozijnen door dicht paneel en draai/kiepraam en interne verbouwingM 04575G0000,163026,30-09-2016,22-11-2016,Verleend
14,Hooigracht 282312KT,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouw winkel naar woonruimteI 02891G0000,162299,19-07-2016,29-09-2016,Verleend
15,Junostraat 382314BG,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen kozijn zijgevelT 06356G0000,162506,04-08-2016,04-10-2016,Verleend
16,Jupiterlaan 42314BE,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen dakopbouwT 06354G0000,163031,30-09-2016,22-11-2016,Verleend
17,Kloksteeg 32311SK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurewijzigen gebruik naar terrasG 00552G0000,163053,28-09-2016,18-11-2016,Afgehandeld
18,Kolfmakersteeg 82311VG,Aanvraag Drank- en Horecaverlof paracommercieeldrank- en horecavergunning  paracommercieelF 01582G0000,162306,20-07-2016,29-09-2016,Verleend
19,Kooiplein ,Kabels en Leidingen Telecomaanleg telecommunicatiekabels Ziggo,162482,02-08-2016,04-10-2016,Verleend
20,Korevaarstraat 42311JS,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurelegaliseren winkelpui en zonweringD 01674G0000,163040,04-10-2016,31-10-2016,Verleend
21,Kort Galgewater 42312BR,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureschilder- en onderhoudswerkzaamheden voorgevelB 01696G0000,163024,30-09-2016,28-10-2016,Verleend
22,Lammermarkt 2312CK,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurebouwen van een portaal ter plaatse van de in- en uitrit parkeergarage LammermarktB 03464,162604,17-08-2016,05-10-2016,Verleend
23,Leidatoweg 182316LJ,Kabels en Leidingen Nutsvarvangen elektraleidingen LianderK 06541G0000,162581,09-08-2016,29-09-2016,Verleend
24,Lopsenstraat 22312ZZ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen dakkapelL 01830G0000,162280,18-07-2016,30-09-2016,Verleend
25,Lopsenstraat 42312ZZ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen energiedakL 01791G0000,161960,15-06-2016,29-09-2016,Verleend
26,Madoerastraat 242315BZ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen dakopbouw en vergroten dakkapelN 00855G0000,163064,05-10-2016,14-11-2016,Vervallen
27,Madoerastraat 262315BZ,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen dakopbouw en vergroten dakkapelN 00854G0000,163065,05-10-2016,14-11-2016,Vervallen
28,Maredijk 152316VR,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureschilderwerkzaamheden aan pandL 02221G0000,163038,26-09-2016,16-01-2017,Verleend
29,Mauritsstraat 212316SN,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen dakopbouwK 04718G0000,163011,29-09-2016,22-11-2016,Verleend
30,Morsstraat 62312BM,Aanvraag Drank- en Horecavergunning commercieeldrank- en horecavergunning,162865,14-09-2016,29-09-2016,Verleend
31,Morsweg 2342332EV,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen bergingR 00554G0000,163019,30-09-2016,22-11-2016,Verleend
32,Nieuwe Rijn 262312JD,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureschilderen voorgevel reconstructie winkelpui en restauratie cascoI 02569G0000,162235,13-07-2016,30-09-2016,Verleend
33,Os en Paardenlaan 292316JH,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen dakopbouwK 04101G0000,163032,30-09-2016,16-02-2017,Verleend
34,Paviljoenshof 32312AW,Omgevingsvergunning Omgevingsvergunning Reguliere Proceduremaken uitbouw achterL 02193A0003,162325,21-07-2016,04-10-2016,Verleend
35,Pesthuislaan 82333BA,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouw en wijzigen gebruik kantoor op 1e en 2e verdieping  naar short stay logiesverblijfR 01558G0000,163004,29-09-2016,16-01-2017,Weigering
36,Rapenburg 922311GA,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureherstellen van de voorgevelG 00635G0000,163049,04-10-2016,18-10-2016,Afgehandeld
37,Spoorlaan 402316KD,Onttrekkingwijzigen gebruik naar kamerverhuur met 3 kamersK 05278G0000,163070,04-10-2016,28-11-2016,Verleend
38,Standerdmolen 212317NZ,Aanvraag ontheffing nadere regels terrassenontheffing nadere regels terrassen,163069,04-10-2016,17-11-2016,Verleend
39,Steenstraat 22312BW,Aanvraag ontheffing ex artikel 35 DHWontheffing art 35 DHW (buitentap Leidens Ontzet)B 03448G0000,163002,28-09-2016,29-09-2016,Verleend
40,Sumatrastraat 1952315BD,Omgevingsvergunning Omgevingsvergunning Reguliere Procedurekappen 11 bomenN 01381G0000,163003,29-09-2016,31-10-2016,Verleend
41,Venterstraat ,Kabels en Leidingen NutsAanleg Gasleidingen Liander,162837,12-09-2016,29-09-2016,Verleend
42,Warmoeziershof 2315KJ,Kabels en Leidingen TelecomAanleggen telecommunicatiekabels Ziggo BV,162470,01-08-2016,05-10-2016,Verleend
0,Bachstraat 318B2324GV,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureverbouw garageruimten tot 1 woningO 03655A0099,162969,26-09-2016,26-10-2017,Vervallen
1,Bachstraat 3202324GV,Onttrekkingonttrekking woonruimte t.b.v. kamerverhuurO 03655A0007,162548,09-08-2016,22-09-2016,Verleend
2,Botermarkt 152311EM,Aanvraag ontheffing ex artikel 35 DHWontheffing art. 35 DHW (buitentap  Leidens Ontzet)G 00253G0000,162918,20-09-2016,26-09-2016,Verleend
3,Bètaplein 302321KS,Omgevingsvergunning Omgevingsvergunning Reguliere Procedureplaatsen entree-gebouw parkeergarage Lammenschans,162077,01-07-2016,23-09-2016,Verleend
4,Darwinweg 12333CR,Stadsschoonverven logo op west- en oostgevelX 04262G0000,162978,27-09-2016,02-08-2018,Afgehandeld
